ac,cal,cnl,den,gr,pe,rt10,rt20,rt30,rt60,rt90,toc
197.123,8.7011995316,10.307,2.4935998917,48.285499573,8.1440000534,1.9263999462,1.7640000582,1.8722000122,1.2238999605,1.1507999897,0.1265999973
197.649,8.7315006256,10.0093,2.657599926,46.59059906,8.1739997864,1.8704999685,1.7621999979,1.7713999748,1.5430999994,1.3602000475,0.0306000002
198.273,8.6709003448,9.822,2.660599947,35.276000977,8.1140003204,2.0316998959,1.9443999529,1.7905000448,2.182199955,1.8440999985,0.0288999993
200.223,8.5982999802,9.7653,2.6475000381,29.717899323,8.0419998169,2.3910999298,2.3250000477,1.9213000536,2.6812000275,2.3694000244,0.0366000012
202.77,8.6310005188,9.899,2.6045000553,23.364999771,8.0743999481,2.8487999439,2.8610999584,2.1249001026,2.9846000671,2.7495999336,0.0617000014
205.689,8.6104001999,11.083,2.7195999622,21.851299286,8.0539999008,3.5948998928,3.7197999954,2.3329999447,4.4439001083,4.3786001205,0.0056
208.745,8.6043996811,13.275,2.7019999027,22.680799484,8.0480003357,4.2245001793,4.6862001419,2.4447000027,8.2199001312,8.7560997009,0.0046999999
212.265,8.5802001953,13.674,2.7002000809,23.109500885,8.0240001678,4.3743000031,5.1592998505,2.4042999744,6.5781002045,16.86300087,0.0057000001
216.054,8.5256996155,12.234,2.7348001003,22.536699295,7.9699997902,4.0893998146,4.9425997734,2.2239000797,7.3234000206,9.0024003983,0.0145
219.254,8.5074996948,12.0955,2.7242000103,25.247400284,7.9520001411,3.6364998817,4.1701998711,2.0088999271,5.2817997932,5.2631001472,0.0083
221.607,8.5256996155,13.072,2.7214000225,35.129501343,7.9699997902,3.1445000172,3.5936000347,1.8404999971,5.2342000008,4.5922999382,0.0066
222.569,8.6164999008,12.5978,2.6596000195,42.40819931,8.0600004196,2.9811000824,3.2481000423,1.7323000431,3.6491999626,4.0995998383,0.0295000002
222.855,8.7011995316,12.284,2.4872000217,37.846298218,8.1440000534,2.8087000847,2.8543999195,1.6595000029,2.7370998859,3.1136000156,0.1303000003
222.697,8.785900116,13.0898,2.6524999142,27.538499832,8.2279996872,2.6624000072,2.5369999409,1.5963000059,2.9172000885,3.0502998829,0.0337000005
222.486,8.6770000458,13.023,2.7081999779,20.020700455,8.1199998856,2.8134000301,2.5225999355,1.5240000486,2.4899001122,2.6733999252,0.0011
221.229,8.6164999008,12.673,2.7144999504,21.037599564,8.0600004196,2.7293999195,2.3118999004,1.4356000423,2.1017999649,2.2978000641,0.0026
218.659,8.6043996811,12.398,2.6956999302,30.585800171,8.0480003357,2.725399971,2.3164999485,1.3389999866,2.105700016,1.9427000284,0.0083999997
215.211,8.6709003448,11.8488,2.57310009,38.322601318,8.1140003204,2.6593999863,2.230700016,1.2473000288,2.8168001175,2.7521998882,0.0800999999
211.206,8.7193994522,10.9285,2.6040000916,41.120399475,8.1619997025,2.192800045,1.9808000326,1.1756000519,2.4247000217,2.068500042,0.061999999
207.354,8.6588001251,9.415,2.7116999626,42.146701813,8.1020002365,1.8911999464,1.6223000288,1.1294000149,1.5965000391,1.3119000196,0.001
204.625,8.6164999008,9.01,2.6073000431,41.045700073,8.0600004196,1.6655000448,1.4249999523,1.1109999418,1.1675000191,1.0226000547,0.0601000004
202.891,8.6891002655,9.2348,2.5620999336,48.2541008,8.1319999695,1.49150002,1.2719999552,1.1167000532,1.0641000271,0.9322999716,0.0864999965
201.77,8.7035999298,10.342,2.6010000706,53.786201477,8.1464004517,1.3816000223,1.1949000359,1.1384999752,1.1347999573,1.0358999968,0.063699998
201.5,8.7435998917,9.9965,2.5513999462,55.821098328,8.1859998703,1.3573000431,1.174200058,1.1714999676,1.1089999676,1.1209000349,0.0927999988
201.811,8.7315006256,8.634,2.5596001148,48.530498505,8.1739997864,1.4026999474,1.2496999502,1.2142000198,1.0457999706,1.1145999432,0.0878999978
202.84,8.6709003448,7.415,2.6456000805,41.212501526,8.1140003204,1.5571000576,1.3947000504,1.2747000456,1.2618000507,1.2825000286,0.0377000012
204.536,8.6043996811,6.4915,2.6770000458,36.06370163,8.0480003357,1.7949999571,1.5676000118,1.3704999685,1.4886000156,1.5429999828,0.0193000007
207.387,8.6407003403,6.052,2.5638000965,32.331199646,8.0839996338,2.0933001041,1.8427000046,1.5240000486,1.8164999485,1.8592000008,0.0855000019
210.738,8.5558996201,9.967,2.6774001122,27.272399902,8.0,2.4600000381,2.1707000732,1.7512999773,2.6250998974,2.6403999329,0.0189999994
214.563,8.5740995407,13.6538,2.6819999218,29.152799606,8.017999649,2.894299984,2.3903999329,2.0462999344,2.996999979,2.9468998909,0.0164000001
218.079,8.5680999756,20.81,2.6112000942,35.993499756,8.0120000839,3.2485001087,2.5866000652,2.3629000187,3.1284000874,2.7402000427,0.0577999987
221.421,8.5861997604,23.581,2.6080000401,36.491699219,8.029999733,3.2841999531,2.7950000763,2.61439991,2.5004999638,2.4474999905,0.0595999993
225.609,8.5680999756,26.451,2.6259999275,31.395000458,8.0120000839,3.4052000046,2.9716999531,2.7374999523,2.299200058,2.3092000484,0.0491000004
230.288,8.6104001999,28.9398,2.6373999119,26.077600479,8.0539999008,3.57310009,3.2456998825,2.7344999313,3.2653000355,3.2818000317,0.0423999988
234.228,8.5740995407,28.9355,2.6970999241,24.436700821,8.017999649,3.9386000633,3.5532999039,2.6651000977,4.1312999725,4.6669001579,0.0076000001
238.221,8.592300415,26.7303,2.6967999935,25.95070076,8.0360002518,4.2621998787,3.9976000786,2.5971999168,3.2128999233,3.3856999874,0.0077
244.131,8.5861997604,17.904,2.6421000957,26.704900742,8.029999733,4.5819997787,4.3659000397,2.5834999084,3.6177999973,3.4412000179,0.0397000015
250.804,8.6043996811,16.593,2.6614999771,24.588300705,8.0480003357,4.5763998032,4.3625998497,2.6361999512,3.9458999634,3.7107999325,0.0284000002
255.957,8.6104001999,15.2535,2.6930000782,22.571899414,8.0539999008,4.222700119,3.928800106,2.72239995,3.7729001045,3.3552000523,0.0098999999
251.908,8.6104001999,17.038,2.7097001076,21.200500488,8.0539999008,3.5971999168,3.4660999775,2.7715001106,3.3050000668,2.940500021,0.0002
243.892,8.6104001999,18.788,2.6786999702,23.694900513,8.0539999008,3.026599884,3.0954999924,2.7126998901,2.4337000847,2.1942000389,0.0183000006
236.278,8.6115999222,21.1963,2.6379001141,30.00620079,8.0551996231,2.6349000931,2.7172999382,2.5415000916,2.1828999519,2.0262000561,0.0421000011
230.01,8.6447000504,22.145,2.6572999954,36.579898834,8.0880002975,2.3176999092,2.5081999302,2.3271000385,2.3578000069,2.1517999172,0.0307999998
225.653,8.6407003403,27.0045,2.6133999825,40.131900787,8.0839996338,2.2316000462,2.3938999176,2.1429998875,2.2465000153,1.8841999769,0.056499999
222.372,8.6325998306,29.287,2.589099884,39.640201569,8.0760002136,2.2771000862,2.4037001133,2.0346000195,1.9234999418,1.6749999523,0.0706999972
220.13,8.6366996765,26.4675,2.6538999081,35.416999817,8.0799999237,2.4781000614,2.6426000595,2.0220999718,2.4419000149,1.9365999699,0.0328000002
218.48,8.6286001205,29.922,2.7049000263,29.839399338,8.0719995499,2.7679998875,2.8966999054,2.098099947,4.1561999321,3.3452999592,0.003
214.184,8.5982999802,29.1695,2.709100008,23.034000397,8.0419998169,3.0834000111,3.0799999237,2.2270998955,6.7088999748,6.6493000984,0.0005
209.416,8.5802001953,28.777,2.6967999935,20.798900604,8.0240001678,3.1003000736,2.9361000061,2.3269999027,3.7792999744,4.1536998749,0.0077
205.229,8.5680999756,22.977,2.6768000126,25.103500366,8.0120000839,2.7832000256,2.5589001179,2.2911000252,2.4774000645,2.8743000031,0.0194000006
201.363,8.6286001205,21.823,2.617000103,31.694999695,8.0719995499,2.328099966,2.2037000656,2.1150000095,2.2818000317,2.9158000946,0.0544000007
195.411,8.6809997559,13.5543,2.5745999813,38.012298584,8.1239995956,1.976099968,1.908100009,1.8698999882,1.8617999554,2.2957000732,0.0791999996
189.831,8.664899826,11.713,2.6180999279,38.771900177,8.1079998016,1.7201000452,1.6938999891,1.6392999887,1.4473999739,1.7069000006,0.0537
187.628,8.7193994522,10.0015,2.6154000759,39.712600708,8.1619997025,1.6119999886,1.5784000158,1.4707000256,1.2766000032,1.4329999685,0.0553000011
188.352,8.7375001907,8.3865,2.5831999779,40.986999512,8.1800003052,1.6641999483,1.5558999777,1.3842999935,1.2585999966,1.3463000059,0.0741999969
190.179,8.7557001114,7.3303,2.5590000153,41.797298431,8.1979999542,1.799200058,1.6488000154,1.3859000206,1.3681000471,1.3875000477,0.0882999972
192.119,8.7213993073,7.294,2.6119000912,38.28509903,8.1639995575,2.1305000782,1.8748999834,1.4821000099,1.8049000502,1.7426999807,0.0573999994
194.352,8.7375001907,7.9305,2.6984000206,33.221000671,8.1800003052,2.7190001011,2.3438999653,1.6842000484,2.3115000725,2.1449000835,0.0068000001
196.504,8.6407003403,8.509,2.6475000381,27.852899551,8.0839996338,3.7274000645,2.9451999664,2.0088999271,3.07310009,2.7239999771,0.0364999995
199.858,8.6043996811,11.5395,2.7065999508,23.600999832,8.0480003357,5.4755001068,4.1421999931,2.4907999039,4.1304998398,3.530600071,0.0020000001
202.994,8.5256996155,12.707,2.7186999321,19.316099167,7.9699997902,8.983499527,6.2755999565,3.4170999527,5.4470000267,4.6784000397,0.0051
204.891,8.5195999146,13.7738,2.7033998966,17.796800613,7.9640002251,15.946700096,10.254199982,4.9121999741,10.905500412,9.0595998764,0.0038000001
205.777,8.5074996948,13.584,2.6619999409,17.74090004,7.9520001411,19.777700424,13.750599861,9.9186000824,23.942300797,16.628299713,0.0281000007
205.105,8.5034999847,13.9883,2.7123000622,18.446399689,7.9479999542,19.949800491,13.627400398,17.29529953,27.769300461,19.746599197,0.0013
203.928,8.5136003494,11.907,2.7876999378,20.978500366,7.9580001831,16.28440094,10.793199539,16.249599457,16.067899704,13.534500122,0.045400001
202.665,8.5256996155,11.3685,2.695800066,25.792800903,7.9699997902,8.5094003677,6.872399807,9.1473999023,8.1946001053,7.738699913,0.0082999999
201.12,8.5600004196,10.3525,2.6782000065,30.725200653,8.0039997101,5.5248999596,4.8053998947,4.9675998688,3.9872000217,3.6944999695,0.0186000001
199.58,8.6286001205,9.465,2.5155000687,33.0041008,8.0719995499,4.1932001114,3.872699976,3.7476000786,2.4379000664,2.4230999947,0.1137000024
198.84,8.6809997559,8.795,2.5975999832,33.257301331,8.1239995956,3.8592000008,3.5794999599,3.0532000065,2.260299921,2.2514998913,0.065700002
199.525,8.6466999054,7.3335,2.7607998848,31.376899719,8.0900001526,4.1208000183,3.7358999252,2.9728000164,2.9798998833,3.0718998909,0.0297
201.378,8.6084003448,7.894,2.7123999596,30.167299271,8.0520000458,5.0237002373,4.2951998711,3.155299902,4.1610999107,4.285299778,0.0014
205.622,8.5802001953,8.7063,2.6728000641,28.637300491,8.0240001678,6.4689998627,5.2994999886,3.9951999187,5.1559000015,5.3408999443,0.0218000002
211.299,8.5620002747,11.185,2.714799881,26.895500183,8.0059995651,8.8505001068,6.809899807,4.593100071,7.1156001091,7.2027001381,0.0028
216.736,8.592300415,12.5493,2.6968998909,22.281200409,8.0360002518,12.221300125,8.7691001892,6.8281998634,9.4126996994,9.7681999207,0.0077
220.941,8.6407003403,13.3005,2.7088000774,20.680099487,8.0839996338,16.131500244,11.4083004,9.8559999466,12.061599731,12.205200195,0.0007
224.655,8.6245002747,15.0498,2.7044999599,21.936500549,8.0679998398,20.436300278,14.365200043,12.866700172,16.425699234,16.781000137,0.0031999999
227.519,8.4832992554,15.521,2.7567000389,23.195800781,7.9279999733,23.165800095,15.83520031,15.716300011,19.755599976,21.382299423,0.0273
229.549,8.4954004288,15.5648,2.7225999832,20.615800858,7.9400000572,22.58659935,14.976599693,19.107599258,19.654899597,21.793399811,0.0074
231.315,8.5195999146,15.0475,2.7058000565,16.311199188,7.9640002251,18.72179985,11.955800056,19.669300079,15.245200157,17.036899567,0.0024999999
230.535,8.5015001297,15.4383,2.7251999378,18.850000381,7.9460000992,12.49090004,8.6595001221,13.785900116,11.17689991,11.963700294,0.0089
227.897,8.4954004288,16.207,2.7112998962,25.426000595,7.9400000572,8.0041999817,6.4848999977,8.3261003494,7.9386000633,7.9890999794,0.0008
224.579,8.5015001297,15.751,2.6921999454,38.835201263,7.9460000992,5.6930999756,4.9623999596,4.8102002144,4.5124001503,4.5401000977,0.0104
221.273,8.5195999146,14.3485,2.6187000275,42.387001038,7.9640002251,4.6686000824,4.2961001396,3.8529999256,2.7272999287,2.7109999657,0.0533999987
218.696,8.5357999802,15.3793,2.6424999237,40.747001648,7.9800000191,4.4384999275,4.1339998245,2.7960999012,2.9563999176,2.8845999241,0.0395000018
216.786,8.5499000549,15.333,2.6884999275,29.110200882,7.993999958,4.8752999306,4.372399807,2.6459999084,3.7959001064,3.6465001106,0.0125000002
215.668,8.5276994705,14.3245,2.6840999126,24.489299774,7.9720001221,6.0854997635,4.883699894,2.7404999733,5.1515002251,4.6837000847,0.0152000003
214.935,8.5317001343,14.211,2.7005999088,23.233699799,7.9759998322,7.6570000648,5.6283998489,3.1605000496,6.2655000687,5.9319000244,0.0055
215.131,8.4792995453,16.6563,2.6856999397,23.744499207,7.9239997864,9.6099996567,6.1305999756,4.0524001122,6.5602002144,6.6289000511,0.0142000001
216.04,8.5015001297,15.23,2.6514000893,24.214599609,7.9460000992,10.13599968,6.2813000679,5.6989998817,7.3224000931,7.9211997986,0.0342999995
217.029,8.5015001297,13.969,2.6972999573,26.245399475,7.9460000992,9.7241001129,6.3568000793,8.0200004578,6.0882000923,6.7330999374,0.0074
217.68,8.543800354,12.1365,2.6958999634,25.726400375,7.9879999161,9.461400032,6.1854000092,6.8393001556,5.9983000755,7.5500001907,0.0082999999
217.048,8.5377998352,12.4378,2.6823000908,23.61700058,7.9819998741,9.968000412,6.3415999413,5.1268000603,4.8972997665,5.6275000572,0.0162000004
215.791,8.5195999146,11.224,2.7002000809,20.325300217,7.9640002251,9.8891000748,6.5939002037,4.6828999519,5.1698999405,6.1630001068,0.0057000001
214.233,8.5136003494,10.902,2.714099884,20.769399643,7.9580001831,9.9841995239,6.617000103,3.9732999802,7.1206002235,9.2105998993,0.0024
212.628,8.4954004288,10.909,2.7293999195,23.473100662,7.9400000572,7.4468998909,5.4306001663,4.1866998672,8.5003004074,8.0412998199,0.0114
211.39,8.5034999847,9.8858,2.7053999901,30.215099335,7.9479999542,5.0714001656,4.0380997658,3.5515999794,4.8169999123,4.8003001213,0.0027000001
210.326,8.4954004288,10.727,2.682199955,40.930900574,7.9400000572,3.6070001125,3.121999979,2.6015999317,2.5734000206,2.4974000454,0.0163000003
209.187,8.55189991,11.165,2.5771000385,44.33259964,7.9959998131,2.9839999676,2.6468000412,2.0524001122,1.8183000088,1.7324999571,0.0776999965
207.712,8.6466999054,11.703,2.4797000885,34.045600891,8.0900001526,2.9714999199,2.5473001003,1.8892999887,1.6347999573,1.5592000484,0.1347000003
205.992,8.5600004196,10.699,2.7032999992,20.742799759,8.0039997101,3.5039999485,2.831099987,1.8993999958,3.2427000999,2.5885999203,0.0038999999
204.891,8.5015001297,9.329,2.7521998882,13.542599678,7.9460000992,4.6957998276,3.36439991,2.0866000652,4.5611000061,3.8685998917,0.024700001
204.406,8.5136003494,8.6373,2.7669999599,14.558400154,7.9580001831,6.328499794,3.9456999302,2.4953999519,7.5676999092,6.1697001457,0.033300001
204.21,8.5034999847,7.651,2.7578999996,18.321300507,7.9479999542,6.242000103,4.0693998337,3.0880000591,5.3347997665,4.6051998138,0.028000001
205.383,8.5195999146,8.9128,2.7221000195,24.909900665,7.9640002251,4.5002999306,3.4444999695,2.978399992,3.8699998856,3.5536000729,0.0071
207.477,8.543800354,11.049,2.6760001183,33.710998535,7.9879999161,3.1947000027,2.6537001133,2.7146000862,2.451499939,2.4377000332,0.0198999997
210.174,8.5377998352,15.15,2.6075999737,40.766498566,7.9819998741,2.4551999569,2.1849999428,2.2242000103,1.7567000389,1.7395999432,0.0599000007
213.215,8.5680999756,19.3225,2.5876998901,44.190898895,8.0120000839,2.0908000469,1.8839000463,1.9107999802,1.4203000069,1.4121999741,0.0715000033
215.082,8.543800354,19.6958,2.5873000622,44.205699921,7.9879999161,1.9361000061,1.7328000069,1.7135000229,1.4903000593,1.4585000277,0.071800001
215.453,8.5740995407,18.947,2.6173000336,43.641101837,8.017999649,1.9150999784,1.7045999765,1.6243000031,1.5953999758,1.5332000256,0.0542000011
214.821,8.5761003494,18.372,2.6693999767,42.48789978,8.0200004578,2.010299921,1.7725000381,1.6287000179,1.6418999434,1.5569000244,0.0237000007
213.703,8.5740995407,16.0235,2.6839001179,38.247200012,8.017999649,2.234400034,1.9056999683,1.7174999714,1.7917000055,1.7289999723,0.0152000003
213.096,8.543800354,15.4128,2.6287999153,36.214000702,7.9879999161,2.5148999691,2.1240999699,1.888299942,1.9829000235,1.9277000427,0.0474999994
213.31,8.5377998352,15.384,2.6570000648,34.090301514,7.9819998741,2.8705999851,2.4353001118,2.1456000805,2.1723999977,2.1638000011,0.0309999995
214.605,8.5377998352,13.7363,2.6821000576,34.576198578,7.9819998741,3.3738999367,2.8763999939,2.4995999336,2.8526000977,2.807199955,0.0163000003
216.779,8.4874000549,12.453,2.6847000122,31.798500061,7.9320001602,4.0991997719,3.5050001144,2.9695999622,3.9198000431,3.8956999779,0.0148
220.751,8.5136003494,14.1538,2.6842000484,29.206899643,7.9580001831,5.1040000916,4.3439002037,3.5336000919,5.0248999596,5.0494999886,0.0151000004
224.558,8.4874000549,15.34,2.6603999138,28.700500488,7.9320001602,6.5019001961,5.5675997734,4.1998000145,5.6844000816,5.662899971,0.0289999992
227.133,8.5074996948,15.2565,2.6879000664,22.787399292,7.9520001411,8.3816995621,7.0630002022,4.7681999207,6.8439998627,6.6539998055,0.0129000004
228.739,8.48939991,16.8625,2.7246000767,19.407699585,7.9340000153,10.977199554,9.0642004013,6.0050997734,9.7279996872,9.8825998306,0.0086
229.363,8.5116004944,16.8093,2.7764999866,17.307600021,7.9559998512,14.158499718,11.706199646,8.3304004669,16.470899582,15.218600273,0.038899999
229.858,8.4954004288,16.603,2.7142999172,20.937099457,7.9400000572,17.323200226,14.584300041,11.986200333,23.063100815,20.631599426,0.0025
230.227,8.5116004944,16.744,2.6910998821,23.846700668,7.9559998512,19.463300705,16.633699417,11.25150013,19.759700775,17.333900452,0.0110999998
230.527,8.5136003494,15.741,2.7260000706,23.672199249,7.9580001831,19.50620079,15.655900002,12.440699577,19.909099579,20.703500748,0.0093
230.484,8.4954004288,15.9405,2.6872999668,21.398000717,7.9400000572,17.484399796,13.329299927,13.685899734,16.588399887,17.731800079,0.0132999998
229.991,8.5074996948,16.938,2.6830000877,18.342300415,7.9520001411,14.991000175,10.93999958,15.611200333,12.983400345,14.389399529,0.0157999992
228.786,8.5034999847,15.5693,2.6737000942,19.097700119,7.9479999542,11.937800407,8.8261003494,13.803899765,8.9065999985,9.9194002151,0.0211999994
226.89,8.5195999146,14.405,2.7304999828,20.556699753,7.9640002251,9.0202999115,7.1017999649,9.5735998154,6.7156000137,7.3369002342,0.012
224.281,8.5620002747,14.9698,2.6426000595,26.444900513,8.0059995651,7.2737998962,5.8031997681,6.0763998032,5.4923000336,5.8543000221,0.0394000001
221.352,8.543800354,14.381,2.660599947,28.71780014,7.9879999161,6.0640997887,4.9563999176,4.8081002235,4.6420998573,4.7241001129,0.0288999993
218.267,8.5377998352,14.0058,2.6863999367,32.253299713,7.9819998741,5.0980000496,4.2978000641,4.1245999336,4.527200222,4.4324998856,0.0137999998
215.044,8.5357999802,13.187,2.6656999588,34.107498169,7.9800000191,4.3502998352,3.6677999496,3.4697999954,3.5483999252,3.445800066,0.0259000007
211.921,8.5740995407,13.2265,2.6484000683,35.948200226,8.017999649,3.7328000069,3.2051999569,3.0676000118,2.92689991,2.7188999653,0.0359999985
209.631,8.592300415,13.269,2.6747999191,38.557701111,8.0360002518,3.2683999538,2.8369998932,2.7311000824,2.4639000893,2.34010005,0.0206000004
208.823,8.664899826,13.8738,2.6459999084,37.873500824,8.1079998016,2.951800108,2.6486001015,2.4546000957,2.2395000458,2.1187999249,0.0373999998
209.107,8.7011995316,14.8935,2.6456999779,42.115699768,8.1440000534,2.8636000156,2.6335999966,2.2769999504,2.299200058,2.1547000408,0.0375999995
210.282,8.7132997513,14.363,2.6540999413,43.966499329,8.1560001373,3.0339999199,2.8027999401,2.2000000477,2.3136000633,2.1723001003,0.0326999985
211.958,8.7073001862,14.653,2.6098001003,40.594299316,8.1499996185,3.5559000969,3.2395000458,2.2379000187,2.4656000137,2.3450000286,0.058600001
214.105,8.6730003357,14.7695,2.7211999893,28.604200363,8.1160001755,4.7066001892,4.045899868,2.423899889,3.5762999058,3.4298000336,0.0066
216.278,8.5499000549,13.841,2.7497000694,19.440299988,7.993999958,7.0475001335,5.6659998894,2.7695000172,8.5539999008,7.8688001633,0.0232
220.221,8.5195999146,14.1893,2.7648000717,14.379099846,7.9640002251,10.422599792,7.4063000679,3.9972999096,14.626600266,14.059200287,0.032099999
224.054,8.5357999802,14.443,2.7397999763,14.379099846,7.9800000191,10.633099556,7.6553001404,6.3647999763,17.791400909,18.973899841,0.0174
226.328,8.5256996155,15.1393,2.742000103,13.32559967,7.9699997902,8.821100235,6.1286001205,7.7157998085,8.192199707,9.3646001816,0.0187
227.277,8.543800354,16.2395,2.7734999657,21.059700012,7.9879999161,5.5515999794,4.5643000603,5.0584001541,5.7596998215,6.3944001198,0.037099998
225.359,8.5317001343,14.0275,2.6675999165,33.040298462,7.9759998322,4.0486001968,3.5573000908,3.7732000351,3.2974998951,3.6484000683,0.0248000007
221.975,8.6084003448,13.005,2.5346000195,44.437599182,8.0520000458,3.2630999088,2.9818999767,3.0532000065,2.0769999027,2.193500042,0.1026000008
218.088,8.5802001953,12.2665,2.6421999931,47.723999023,8.0240001678,2.9656000137,2.757999897,2.4997000694,2.1294000149,2.1928999424,0.0395999998
214.4,8.5761003494,10.291,2.7167999744,47.208698273,8.0200004578,2.9802000523,2.7497999668,2.3097000122,2.4270000458,2.537899971,0.004
212.12,8.5802001953,9.7528,2.6607999802,44.633201599,8.0240001678,3.323499918,2.8710000515,2.2755999565,2.7799999714,2.7137999535,0.0286999997
210.168,8.5802001953,10.149,2.7214000225,38.932300568,8.0240001678,3.726099968,3.0283999443,2.3656001091,2.7743999958,2.6682999134,0.0067
209.053,8.6002998352,10.7065,2.6940000057,36.671798706,8.0439996719,4.0782999992,3.2651998997,2.5555000305,2.9644999504,2.7704000473,0.0093999999
208.783,8.5861997604,11.432,2.65260005,34.942798615,8.029999733,4.5462999344,3.4649999142,2.804199934,3.3002998829,2.8793001175,0.0335999988
209.641,8.592300415,10.7158,2.6998999119,39.688098907,8.0360002518,4.8751997948,3.5827999115,3.0350999832,3.5991001129,3.1997001171,0.0059000002
210.682,8.5802001953,11.462,2.7288999557,38.43629837,8.0240001678,4.6066999435,3.5134999752,3.1421000957,3.9890999794,3.5027000904,0.0111
211.493,8.592300415,11.7423,2.7246000767,40.200801849,8.0360002518,3.9935998917,3.2242000103,3.0576999187,3.7960000038,3.4377999306,0.0085
211.97,8.5982999802,12.7355,2.676500082,41.86190033,8.0419998169,3.4021000862,2.875,2.8220999241,2.8389000893,2.6428999901,0.0196000002
212.255,8.6225004196,11.8213,2.5859000683,49.190601349,8.0659999847,2.9193999767,2.5741000175,2.5564000607,2.1243999004,2.0243999958,0.0725999996
212.703,8.6407003403,10.76,2.5836000443,53.361698151,8.0839996338,2.7555000782,2.4769001007,2.3633000851,1.8195999861,1.7596000433,0.0738999993
213.659,8.6407003403,11.0758,2.6810998917,53.041000366,8.0839996338,2.929899931,2.6414000988,2.2948000431,1.9269000292,1.8608000278,0.0168999992
215.154,8.6002998352,10.797,2.727699995,41.757301331,8.0439996719,3.6059999466,3.173500061,2.3822000027,2.6059999466,2.5743999481,0.0104
217.457,8.5982999802,13.7468,2.7465000153,30.249300003,8.0419998169,5.2115001678,4.2618999481,2.6584999561,4.4899001122,4.6273999214,0.021400001
220.347,8.6084003448,15.303,2.7441999912,18.339700699,8.0520000458,9.2841997147,6.5220999718,4.0002999306,11.466300011,10.791199684,0.02
223.288,8.6104001999,15.3898,2.7479000092,12.150799751,8.0539999008,17.542100906,10.547499657,5.6159000397,15.720600128,16.706899643,0.0222
225.982,8.6104001999,15.2185,2.7358000278,9.3322000504,8.0539999008,24.853200912,16.770299911,11.168299675,19.68239975,22.492700577,0.0151
228.482,8.6084003448,15.3618,2.7328999043,10.345000267,8.0520000458,35.110500336,24.975500107,19.837200165,19.825199127,25.02930069,0.0134
231.0,8.6043996811,18.193,2.7451999187,13.003600121,8.0480003357,37.205898285,27.197999954,22.824399948,19.784900665,23.80340004,0.0206
233.061,8.592300415,17.5515,2.771600008,19.823799133,8.0360002518,33.984500885,22.539400101,20.379400253,32.735099792,38.37789917,0.0361
234.57,8.5982999802,17.2825,2.6888999939,26.147899628,8.0419998169,21.336099625,15.365599632,15.352199554,26.087400436,21.251300812,0.0122999996
235.239,8.6104001999,16.527,2.7239999771,35.557701111,8.0539999008,12.555299759,9.1331996918,14.373800278,12.653599739,11.310400009,0.0082
235.454,8.6084003448,16.472,2.7149000168,37.432498932,8.0520000458,7.9932999611,6.3235998154,8.591799736,5.6978001595,5.2388000488,0.0029
235.322,8.6104001999,17.786,2.6930000782,43.515598297,8.0539999008,5.7627000809,4.7058000565,5.1314001083,3.7251999378,3.4911000729,0.0098999999
234.956,8.5761003494,17.6485,2.6768000126,42.104598999,8.0200004578,4.6512999535,3.9205000401,3.8394999504,3.1705000401,3.0341000557,0.0194000006
234.238,8.6104001999,17.075,2.6668000221,41.280799866,8.0539999008,4.1361999512,3.6747000217,3.5360000134,3.0420999527,2.929500103,0.0252999999
233.407,8.592300415,15.93,2.6635000706,40.805198669,8.0360002518,4.0514001846,3.6847999096,3.4089999199,3.1050000191,3.0176999569,0.0272000004
232.408,8.6084003448,14.9715,2.6614000797,41.290401459,8.0520000458,4.4335999489,3.8984999657,3.4372000694,3.401599884,3.3547999859,0.0284000002
230.837,8.592300415,14.831,2.6698000431,37.883098602,8.0360002518,5.0645999908,4.3017997742,3.6421999931,4.2785000801,4.2184000015,0.0234999992
228.682,8.5861997604,16.0705,2.7032001019,28.228500366,8.029999733,5.8845000267,4.7076001167,4.1965999603,5.7835998535,5.6456999779,0.0040000002
227.84,8.5761003494,16.293,2.7061998844,27.960100174,8.0200004578,6.539899826,5.1385002136,5.353099823,5.1686000824,5.1658000946,0.0022
227.997,8.5802001953,15.928,2.6686999798,35.969299316,8.0240001678,6.9359002113,5.6373000145,6.0609998703,4.6666998863,4.4221000671,0.0241
227.79,8.5761003494,15.7225,2.6698000431,37.74369812,8.0200004578,7.5750999451,6.2048001289,5.4492998123,5.1112999916,5.0391998291,0.0234999992
224.71,8.5620002747,13.206,2.7053000927,36.821399689,8.0059995651,8.1877002716,6.9558000565,5.3878002167,6.4144001007,6.2028999329,0.0027000001
219.678,8.5802001953,13.466,2.7290000916,29.194299698,8.0240001678,9.0979003906,7.9275999069,5.80189991,8.866900444,8.5131998062,0.0111
216.909,8.5357999802,13.2983,2.685199976,33.524600983,7.9800000191,10.098600388,9.3024997711,6.2220001221,11.273400307,10.114700317,0.0144999996
218.717,8.5680999756,13.978,2.6926999092,34.216300964,8.0120000839,12.031100273,10.49849987,7.1809000969,10.143600464,9.1718997955,0.0100999996
220.557,8.5357999802,14.1475,2.6849000454,34.539299011,7.9800000191,14.366100311,12.181799889,6.143599987,8.6906995773,7.9916000366,0.0147000002
222.109,8.5377998352,14.92,2.7565999031,29.378900528,7.9819998741,18.929599762,14.839599609,5.6517000198,11.372900009,10.711600304,0.0273
